City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Rawson,AR,-43.3002,-65.1023,62.65,58,8,17.58,clear sky
350,Taoudenni,ML,22.6783,-3.9836,61.05,28,0,11.83,clear sky
351,Tsuruga,JP,35.6455,136.0558,45.64,86,99,13.27,light rain
352,Ecija,ES,37.5422,-5.0826,37.18,86,1,4.05,clear sky
353,Grindavik,IS,63.8424,-22.4338,21.67,68,0,14.97,clear sky
354,Corn Island,NI,12.1694,-83.0418,79.25,67,82,22.17,broken clouds
355,Panzhihua,CN,26.5851,101.7128,52.18,44,2,1.63,clear sky
356,Marienburg,PL,54.0359,19.0266,37.04,77,82,17.22,broken clouds
357,Vagur,FO,61.4732,-6.8119,33.28,82,98,20.92,light snow
358,Cidreira,BR,-30.1811,-50.2056,73.51,87,100,8.84,overcast clouds
359,Strezhevoy,RU,60.7333,77.5889,19.0,95,100,10.98,snow
360,Namatanai,PG,-3.6667,152.4333,83.89,70,93,6.71,overcast clouds
361,Barberton,ZA,-25.7884,31.0532,61.83,95,34,1.81,scattered clouds
362,Waingapu,ID,-9.6567,120.2641,86.31,66,81,10.67,broken clouds
363,Granadilla De Abona,ES,28.1188,-16.576,57.9,67,20,24.16,few clouds
364,Cefa,RO,46.9167,21.7333,45.41,65,75,9.22,broken clouds
365,Nuuk,GL,64.1835,-51.7216,6.76,86,100,24.14,light snow
366,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,72.12,96,100,2.04,light rain
367,Jawhar,SO,2.7809,45.5005,69.28,85,31,11.36,scattered clouds
368,Baihar,IN,22.1,80.55,60.31,45,0,2.17,clear sky
369,Colac,AU,-38.3333,143.5833,78.84,26,0,3.94,clear sky
370,Rosarito,MX,32.3333,-117.0333,55.47,86,100,6.02,moderate rain
371,Bukachacha,RU,52.9833,116.9167,-10.43,83,95,1.97,overcast clouds
372,Brae,GB,60.3964,-1.353,33.12,50,84,6.42,broken clouds
373,Cherskiy,RU,68.75,161.3,-40.9,99,48,5.21,scattered clouds
374,Asfi,MA,32.2994,-9.2372,53.85,82,4,14.05,clear sky
375,Carutapera,BR,-1.195,-46.02,72.73,97,100,2.24,overcast clouds
376,Palmas,BR,-10.2128,-48.3603,75.07,94,40,5.75,scattered clouds
377,Saldanha,ZA,-33.0117,17.9442,60.85,87,1,6.35,clear sky
378,Lata,PT,40.1629,-8.3327,52.07,87,100,11.79,overcast clouds
379,Avera,US,33.194,-82.5271,34.92,50,2,4.81,clear sky
380,Jacksonville,US,30.3322,-81.6556,46.4,80,0,0.0,clear sky
381,Grand Gaube,MU,-20.0064,57.6608,79.38,73,24,7.0,few clouds
382,Gat,IL,31.61,34.7642,51.4,66,28,6.35,scattered clouds
383,Sayyan,YE,15.1718,44.3244,48.25,46,4,1.3,clear sky
384,Smirnykh,RU,49.75,142.8333,0.43,71,57,4.9,broken clouds
385,Csengod,HU,46.7154,19.268,40.01,92,100,4.81,overcast clouds
386,Elizabeth City,US,36.2946,-76.2511,36.05,72,0,3.0,clear sky
387,Kasimov,RU,54.9411,41.3953,13.59,95,100,10.11,overcast clouds
388,Olafsvik,IS,64.8945,-23.7142,23.29,70,14,14.67,few clouds
389,Kokino,RU,52.4964,34.7808,24.8,94,99,12.82,overcast clouds
390,Dzerzhinskoye,RU,56.8344,95.2283,5.18,85,100,8.66,overcast clouds
391,Ndioum,SN,16.5129,-14.6471,73.94,13,19,10.27,few clouds
392,Tibati,CM,6.4667,12.6333,65.19,27,34,3.71,scattered clouds
393,Santiago Del Estero,AR,-27.7951,-64.2615,79.68,29,85,11.61,overcast clouds
394,Grafton,US,42.207,-71.6856,32.97,83,100,1.99,snow
395,Rocha,UY,-34.4833,-54.3333,62.31,82,0,6.73,clear sky
396,Nishihara,JP,26.1842,127.7558,60.46,72,75,26.46,broken clouds
397,Rafaela,AR,-31.2503,-61.4867,80.98,24,10,1.48,clear sky
398,Bambous Virieux,MU,-20.3428,57.7575,79.21,73,20,11.5,few clouds
399,Caravelas,BR,-17.7125,-39.2481,73.67,91,91,5.46,overcast clouds
400,Magistralnyy,RU,56.1725,107.4458,2.23,87,100,5.75,overcast clouds
401,Gazojak,TM,41.1875,61.4036,16.86,76,12,10.22,few clouds
402,Khislavichi,RU,54.1871,32.1582,26.22,95,100,16.64,overcast clouds
403,Ahrensburg,DE,53.6833,10.25,41.97,87,75,8.05,broken clouds
404,Teya,RU,60.3778,92.6267,-12.44,99,100,4.14,overcast clouds
405,Cap-Aux-Meules,CA,47.3821,-61.8597,33.82,86,75,28.77,snow
406,Vao,NC,-22.6667,167.4833,77.0,69,84,13.71,broken clouds
407,Farah,AF,32.5,62.5,28.98,32,0,3.11,clear sky
408,Andenes,NO,69.3143,16.1194,31.98,69,100,10.36,overcast clouds
409,San Quintin,MX,30.4833,-115.95,58.93,79,84,4.68,broken clouds
410,Beloha,MG,-25.1667,45.05,72.1,88,0,7.67,clear sky
411,Ramygala,LT,55.5167,24.3,37.89,85,100,14.36,overcast clouds
412,Lashio,MM,22.9333,97.75,62.98,41,0,0.72,clear sky
413,Flin Flon,CA,54.7682,-101.865,1.56,99,100,2.89,overcast clouds
414,Wamba,NG,8.9333,8.6,68.85,23,3,3.71,clear sky
415,Cockburn Town,TC,21.4612,-71.1419,73.56,54,0,12.17,clear sky
416,Bang Saphan,TH,11.2126,99.5117,82.38,48,43,1.01,scattered clouds
417,Tigzirt,DZ,36.8886,4.1198,54.84,64,9,13.2,clear sky
418,Ajaccio,FR,42.0,8.9167,51.85,66,100,5.75,overcast clouds
419,Muisne,EC,0.6,-80.0333,75.9,83,100,9.06,overcast clouds
420,Beringovskiy,RU,63.05,179.3167,-5.37,91,100,18.79,overcast clouds
421,Dvurechensk,RU,56.5982,61.0953,16.18,67,78,13.78,broken clouds
422,Ambon,ID,-3.6954,128.1814,89.74,66,20,6.91,few clouds
423,Aksu,CN,41.1231,80.2644,0.46,90,15,4.23,few clouds
424,Arlit,NE,18.7369,7.3853,59.04,23,0,5.08,clear sky
425,Marawi,PH,7.9986,124.2928,76.06,87,82,1.16,broken clouds
426,Nalchiti,BD,22.6333,90.2833,71.13,47,0,7.7,clear sky
427,Dagana,MR,16.5165,-15.5068,72.91,13,18,10.54,few clouds
428,Magaria,NE,12.9983,8.9099,60.1,24,100,8.93,overcast clouds
429,Balykshi,KZ,47.0667,51.8667,14.0,62,0,15.66,clear sky
430,Axim,GH,4.8699,-2.2405,77.67,85,32,5.08,light rain
431,Donegal,IE,54.65,-8.1167,34.92,86,93,5.97,overcast clouds
432,La Ronge,CA,55.1001,-105.2842,14.25,85,75,2.3,light snow
433,Bakau,GM,13.4781,-16.6819,72.73,69,54,3.62,broken clouds
434,Flinders,AU,-34.5833,150.8552,80.06,65,90,7.34,overcast clouds
435,Beni Mazar,EG,28.4962,30.8029,51.33,55,86,6.71,overcast clouds
436,Oistins,BB,13.0667,-59.5333,77.09,83,40,11.5,light intensity shower rain
437,Chabahar,IR,25.2919,60.643,63.99,34,2,5.44,clear sky
438,Coracao De Jesus,BR,-16.6853,-44.365,64.83,93,48,4.59,scattered clouds
439,Muroto,JP,33.2833,134.15,57.25,67,71,14.85,broken clouds
440,Fussa,JP,35.7367,139.3236,46.62,97,100,8.05,light rain
441,Talnakh,RU,69.4865,88.3972,-35.3,89,14,5.95,few clouds
442,San Blas,MX,21.5167,-105.2667,69.69,79,22,3.49,few clouds
443,Nome,US,64.5011,-165.4064,15.87,79,100,12.66,light snow
444,Santa Maria,BR,-29.6842,-53.8069,72.7,88,20,10.36,few clouds
445,Khorixas,NA,-20.3667,14.9667,75.72,59,74,2.98,light rain
446,Grajau,BR,-5.8194,-46.1386,71.49,96,100,2.82,overcast clouds
447,Maldonado,UY,-34.6667,-54.9167,70.99,67,0,7.36,clear sky
448,Livingstonia,MW,-10.606,34.1063,61.92,92,100,2.93,light rain
449,Darnah,LY,32.767,22.6367,58.87,71,55,19.84,light rain
450,Dekar,BW,-21.5333,21.9333,73.63,47,56,10.13,broken clouds
451,Marathon,US,44.9,-89.7668,35.35,81,0,8.05,clear sky
452,Scranton,US,41.409,-75.6624,25.16,83,0,8.05,clear sky
453,Jiaohe,CN,43.7286,127.3447,1.47,75,4,3.38,clear sky
454,Chokurdakh,RU,70.6333,147.9167,-19.12,90,6,11.99,clear sky
455,Eganville,CA,45.5334,-77.0994,1.51,93,34,2.01,scattered clouds
456,Husavik,IS,66.0449,-17.3389,23.04,76,100,15.88,overcast clouds
457,Sibiti,CG,-3.6819,13.3499,67.42,99,100,1.92,overcast clouds
458,Naze,JP,28.3667,129.4833,56.32,74,98,17.98,overcast clouds
459,Jiwani,PK,25.05,61.7417,60.98,26,2,8.68,clear sky
460,Kupang,ID,-10.1667,123.5833,79.38,94,75,8.05,broken clouds
461,Rio Grande,BR,-32.035,-52.0986,69.78,73,0,10.04,clear sky
462,Mayumba,GA,-3.432,10.6554,74.91,85,100,2.71,light rain
463,Chauk,MM,20.8833,94.8167,71.94,39,0,6.67,clear sky
464,Viedma,AR,-40.8135,-62.9967,60.03,63,1,11.3,clear sky
465,Mehamn,NO,71.0357,27.8492,30.15,93,100,8.05,light snow
466,Dongying,CN,37.4564,118.4856,27.12,34,0,5.48,clear sky
467,Sakakah,SA,29.9697,40.2064,44.17,83,0,7.7,clear sky
468,Birjand,IR,32.8663,59.2211,32.47,80,0,0.0,clear sky
469,Matara,LK,5.9485,80.5353,79.07,74,86,3.38,overcast clouds
470,Soni,TZ,-4.85,38.3667,60.22,91,75,2.91,broken clouds
471,Plettenberg Bay,ZA,-34.0527,23.3716,66.67,89,90,5.97,overcast clouds
472,Tilichiki,RU,60.4667,166.1,-8.1,89,100,8.16,overcast clouds
473,Zhanaozen,KZ,43.3,52.8,21.51,37,100,18.32,overcast clouds
474,Guerrero Negro,MX,27.9769,-114.0611,63.86,77,97,10.58,overcast clouds
475,Solnechnyy,RU,50.7214,136.6319,-5.21,67,21,0.69,few clouds
476,Luena,AO,-11.7833,19.9167,60.1,97,100,3.27,light rain
477,Laguna,US,38.421,-121.4238,52.05,86,100,14.97,overcast clouds
478,Kirkwall,GB,58.9848,-2.9587,30.25,93,75,17.27,light snow
479,Korla,CN,41.7597,86.1469,5.59,93,92,3.8,overcast clouds
480,Craig,US,40.5153,-107.5464,33.75,80,100,10.36,light snow
481,Holguin,CU,20.8872,-76.2631,54.9,82,20,5.75,few clouds
482,Chapais,CA,49.7834,-74.8492,1.18,87,25,5.26,scattered clouds
483,Sao Bernardo,BR,-3.3614,-42.4178,72.66,96,99,2.84,overcast clouds
484,Viransehir,TR,37.2353,39.7631,43.18,70,99,5.68,overcast clouds
485,Berezovyy,RU,51.6667,135.7,-5.73,62,4,6.89,clear sky
486,Dubai,AE,25.2582,55.3047,64.33,77,0,4.61,clear sky
487,Oriximina,BR,-1.7656,-55.8661,72.34,95,100,1.97,overcast clouds
488,Alice Springs,AU,-23.7,133.8833,90.95,40,40,13.8,scattered clouds
489,Great Yarmouth,GB,52.6083,1.7305,35.42,86,100,4.79,overcast clouds
490,Shimoda,JP,34.6667,138.95,52.16,69,100,17.67,light rain
491,Kulu,TR,39.0951,33.0799,34.43,62,86,6.8,overcast clouds
492,Alenquer,BR,-1.9417,-54.7383,72.1,95,100,3.13,overcast clouds
493,Saint Anthony,US,45.0205,-93.218,37.18,83,0,11.5,clear sky
494,Osoyoos,CA,49.0331,-119.4524,38.16,100,100,2.3,overcast clouds
495,Shihezi,CN,44.3,86.0333,-7.19,91,86,2.37,overcast clouds
496,Kottagudem,IN,17.55,80.6333,70.57,72,1,2.26,clear sky
497,Ibotirama,BR,-12.1853,-43.2206,69.84,79,33,1.86,scattered clouds
498,Skelleftea,SE,64.7507,20.9528,35.01,100,100,12.66,light snow
499,Nanpiao,CN,41.0982,120.7479,19.85,25,0,7.0,clear sky
500,Gizo,SB,-8.103,156.8419,84.6,71,73,9.01,broken clouds
501,Gobabis,NA,-22.45,18.9667,70.7,60,47,3.18,scattered clouds
502,Eidfjord,NO,60.4675,7.0719,29.64,99,100,7.29,overcast clouds
503,Antofagasta,CL,-23.65,-70.4,65.48,83,32,5.06,scattered clouds
504,Tres Lagoas,BR,-20.7511,-51.6783,74.19,77,96,1.74,overcast clouds
505,Kovernino,RU,57.1253,43.8142,9.48,95,96,10.45,overcast clouds
506,Otjiwarongo,NA,-20.4637,16.6477,67.41,70,72,6.8,broken clouds
507,Chai Badan,TH,15.2,101.1333,82.67,38,3,8.34,clear sky
508,Bakchar,RU,57.0186,82.0711,8.74,94,100,11.61,light snow
509,Nizwa,OM,22.9333,57.5333,61.3,56,66,2.91,broken clouds
510,Boiro,ES,42.65,-8.9,56.79,83,100,20.98,overcast clouds
511,Canmore,CA,51.0834,-115.3521,31.48,98,88,2.3,overcast clouds
512,Hami,CN,42.8,93.45,13.78,33,99,1.45,overcast clouds
513,Butulan,PH,5.6144,125.4317,83.86,73,83,9.53,broken clouds
514,Fernandez,AR,-27.9204,-63.8935,79.11,28,64,11.81,broken clouds
515,Vanimo,PG,-2.6741,141.3028,85.59,64,96,3.51,overcast clouds
516,Ponta Delgada,PT,37.7333,-25.6667,50.72,76,20,4.61,few clouds
517,Lafia,NG,8.4833,8.5167,72.7,22,23,3.0,few clouds
518,Rio Gallegos,AR,-51.6226,-69.2181,59.05,44,0,13.8,clear sky
519,Broken Hill,AU,-31.95,141.4333,95.4,22,3,6.69,clear sky
520,Buala,SB,-8.145,159.5921,85.46,67,72,4.05,broken clouds
521,Chemodanovka,RU,53.2316,45.2474,10.42,20,12,9.06,few clouds
522,Narsaq,GL,60.9167,-46.05,14.22,61,31,20.29,scattered clouds
523,Madera,US,37.1666,-119.8343,49.41,90,100,7.56,overcast clouds
524,Almeirim,BR,-1.5233,-52.5817,71.67,97,100,2.86,overcast clouds
525,Tuburan,PH,6.6439,122.2736,84.29,77,96,2.82,overcast clouds
526,Port Hedland,AU,-20.3167,118.5667,98.65,36,5,5.75,clear sky
527,Guarapari,BR,-20.6667,-40.4975,75.88,91,100,8.37,overcast clouds
528,San Andres,CO,12.5847,-81.7006,78.82,69,40,14.97,scattered clouds
529,Bardiyah,LY,31.7561,25.0865,55.58,79,11,14.05,light rain
530,Geraldton,AU,-28.7667,114.6,75.61,57,100,24.16,overcast clouds
531,Sapa,PH,5.1544,120.3241,83.03,73,40,13.67,scattered clouds
532,Laje,BR,-10.1833,-40.9667,67.77,86,97,3.29,overcast clouds
533,Fort Nelson,CA,58.8053,-122.7002,11.79,95,100,3.44,mist
534,Cadereyta,MX,25.5833,-99.9833,69.48,48,13,2.98,few clouds
535,Oranjemund,NA,-28.55,16.4333,62.91,89,100,5.28,overcast clouds
536,Caldwell,US,43.6629,-116.6874,43.16,70,100,3.44,overcast clouds
537,Sabha,LY,27.0377,14.4283,47.44,58,0,4.7,clear sky
538,Kodinsk,RU,58.6881,99.1844,-23.57,100,97,1.07,overcast clouds
539,Ginda,IN,30.6945,78.4932,42.28,18,0,4.59,clear sky
540,Along,IN,28.1667,94.7667,56.62,83,95,0.67,overcast clouds
541,Iquitos,PE,-3.7481,-73.2472,77.04,88,75,3.44,broken clouds
542,Lavrentiya,RU,65.5833,-171.0,-6.3,87,98,10.98,overcast clouds
543,Cangzhou,CN,38.3167,116.8667,28.51,24,0,9.1,clear sky
544,Muros,ES,42.7762,-9.0603,57.09,84,100,26.31,overcast clouds
545,Yashkino,RU,55.8736,85.4265,7.09,93,100,13.49,overcast clouds
546,Dudinka,RU,69.4058,86.1778,-41.51,96,50,4.76,scattered clouds
547,Civitavecchia,IT,42.0933,11.7967,55.22,88,100,20.51,light rain
548,Ayan,RU,56.45,138.1667,-26.36,60,100,11.63,overcast clouds
549,Port Shepstone,ZA,-30.7414,30.455,74.91,91,99,3.8,overcast clouds
550,Parabel,RU,58.6978,81.4825,13.95,94,100,13.71,light snow
551,Standish,US,43.9831,-83.9589,32.0,41,76,8.3,broken clouds
552,Tigil,RU,57.8,158.6667,9.54,94,100,9.62,light snow
553,Souillac,MU,-20.5167,57.5167,79.18,73,20,11.5,few clouds
554,Dwarka,IN,22.2394,68.9678,62.98,37,3,9.86,clear sky
555,Kharp,RU,66.8014,65.8081,16.25,92,100,6.31,overcast clouds
556,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,73,20,8.05,few clouds
557,Lakes Entrance,AU,-37.8811,147.981,74.16,76,90,19.6,overcast clouds
558,Concepcion,CL,-36.827,-73.0498,55.2,76,0,13.8,clear sky
559,Malanje,AO,-9.5402,16.341,62.91,98,100,1.97,light rain
560,Yumen,CN,40.2833,97.2,8.24,67,6,27.78,clear sky
561,Pokhara,NP,28.2333,83.9833,53.47,51,100,2.98,overcast clouds
562,Pangnirtung,CA,66.1451,-65.7125,-42.7,91,87,5.57,overcast clouds
563,Iqaluit,CA,63.7506,-68.5145,-22.27,67,20,3.44,few clouds
564,Bonthe,SL,7.5264,-12.505,76.06,88,99,3.94,overcast clouds
565,Sorrento,IT,40.626,14.3744,58.26,92,97,1.01,overcast clouds
566,Lyngdal,NO,58.1376,7.07,37.99,84,9,6.8,clear sky
567,Ambilobe,MG,-13.2,49.05,73.31,94,100,2.64,overcast clouds
568,Vestmanna,FO,62.1564,-7.1664,31.12,74,75,27.63,snow
569,Skibbereen,IE,51.55,-9.2667,42.12,79,55,15.55,broken clouds
570,Dunedin,NZ,-45.8742,170.5036,67.89,65,8,9.95,clear sky
571,Gazli,UZ,40.1333,63.45,11.86,76,2,10.96,clear sky
572,Fonte Boa,BR,-2.4959,-66.2662,73.42,98,95,2.55,overcast clouds
573,Awjilah,LY,29.1081,21.2869,53.44,66,16,11.48,few clouds
574,Atar,MR,20.5169,-13.0499,66.33,19,3,10.02,clear sky
575,Lae,PG,-6.7221,146.9847,84.87,62,100,10.58,moderate rain
576,Kashi,CN,39.4547,75.9797,2.41,66,40,11.18,dust
577,Port Blair,IN,11.6667,92.75,80.64,61,19,9.22,haze
578,Snyder,US,32.7179,-100.9176,61.32,36,75,13.8,broken clouds
579,Khani,GE,41.9563,42.9566,33.37,71,8,6.64,clear sky
580,Karakol,KG,42.4907,78.3936,6.84,58,0,6.64,clear sky
581,Tutoia,BR,-2.7619,-42.2744,77.43,88,100,7.99,light rain
582,Bennington,US,42.8781,-73.1968,26.2,73,0,3.44,clear sky
583,College,US,64.8569,-147.8028,4.98,81,40,4.61,scattered clouds
584,Nanortalik,GL,60.1432,-45.2371,17.96,70,100,41.72,overcast clouds
585,Lamu,KE,-2.2717,40.902,79.02,83,60,12.77,broken clouds
586,Gornyak,RU,50.9942,81.4661,4.3,89,98,14.25,overcast clouds
587,Mariinsk,RU,56.2139,87.7472,10.17,85,100,14.72,overcast clouds
588,Kurilsk,RU,45.2333,147.8833,23.07,65,98,11.92,overcast clouds
589,Kangaatsiaq,GL,68.3065,-53.4641,6.73,84,100,31.97,light snow
590,Marsa Matruh,EG,31.3525,27.2453,54.93,75,47,15.05,light rain
591,Araouane,ML,18.9048,-3.5265,63.63,21,0,10.78,clear sky
592,Kungurtug,RU,50.5994,97.5228,-1.66,97,100,1.07,overcast clouds
593,Moron,AR,-34.6534,-58.6198,82.96,44,70,8.7,broken clouds
594,Pedro Juan Caballero,PY,-22.5472,-55.7333,68.36,86,27,4.27,scattered clouds
595,Boende,CD,-0.2167,20.8667,73.0,78,100,2.39,overcast clouds
596,Kununurra,AU,-15.7667,128.7333,89.58,66,100,6.91,overcast clouds
597,Panama City,PA,8.9936,-79.5197,77.38,85,75,8.05,heavy intensity rain
598,Rincon,US,32.296,-81.2354,43.86,60,0,0.0,clear sky
599,Bandarbeyla,SO,9.4942,50.8122,75.33,74,77,15.52,light rain
600,Barsovo,RU,61.1667,73.1667,19.53,95,100,13.44,snow
601,Karratha,AU,-20.7377,116.8463,86.81,63,75,10.98,broken clouds
602,Igarka,RU,67.4667,86.5833,-21.87,96,100,10.0,overcast clouds
603,Wembley,AU,-31.9333,115.8,78.03,46,0,19.57,clear sky
604,Nouadhibou,MR,20.931,-17.0347,69.78,35,40,11.5,scattered clouds
605,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.1,99,100,0.65,overcast clouds
606,Garissa,KE,-0.4536,39.6401,74.21,80,9,4.5,clear sky
607,Vierzon,FR,47.2101,2.0625,43.39,89,100,32.08,light rain
608,Tooele,US,40.5308,-112.2983,34.54,85,82,5.01,broken clouds
609,Reconquista,AR,-29.15,-59.65,76.55,35,0,6.53,clear sky
610,Moose Factory,CA,51.2585,-80.6094,32.0,43,100,11.5,overcast clouds
611,Ust-Kulom,RU,61.6864,53.6902,15.75,93,100,7.49,overcast clouds
612,Zanjan,IR,36.6736,48.4787,22.69,100,100,2.3,overcast clouds
613,Celestun,MX,20.8667,-90.4,66.69,74,0,13.04,clear sky
614,Vostok,RU,46.4856,135.8833,-3.78,80,20,4.94,few clouds
615,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.79,97,98,0.87,overcast clouds
616,Les Cayes,HT,18.2,-73.75,68.4,74,0,11.83,clear sky
617,Rodrigues Alves,BR,-7.738,-72.6509,71.65,99,100,2.15,moderate rain
618,Suriapet,IN,17.15,79.6167,69.08,70,0,5.01,clear sky
619,Wenchi,GH,7.7392,-2.1046,73.47,22,11,2.46,few clouds
620,Bugojno,BA,44.0572,17.4508,39.61,89,100,7.83,overcast clouds
621,Ashqelon,IL,31.6693,34.5715,52.09,62,38,9.01,scattered clouds
622,Abu Zabad,SD,12.35,29.25,62.47,22,2,11.7,clear sky
623,Nemuro,JP,43.3236,145.575,28.53,92,100,20.4,light snow
624,Novyy Urengoy,RU,66.0833,76.6333,4.37,96,100,9.57,overcast clouds
625,Inhambane,MZ,-23.865,35.3833,78.69,87,7,11.65,clear sky
626,Mlonggo,ID,-6.5333,110.7,83.19,74,99,7.63,light rain
627,Seoul,KR,37.5683,126.9778,27.79,46,0,9.22,clear sky
628,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,35,0,9.22,clear sky
629,Lujiang,CN,31.2581,117.2817,33.75,47,2,6.44,clear sky
630,Sergokala,RU,42.4547,47.6612,29.5,77,54,4.03,broken clouds
631,Lodja,CD,-3.4833,23.4333,68.58,97,100,1.3,overcast clouds
632,Yenagoa,NG,4.9247,6.2642,75.38,88,18,3.27,few clouds
633,Kochi,IN,9.9399,76.2602,75.18,74,19,3.38,few clouds
634,Buenavista,PH,8.9769,125.4089,83.55,76,42,3.0,scattered clouds
635,Butka,RU,56.7179,63.7866,16.32,71,10,14.81,clear sky
636,Jega,NG,12.2175,4.3792,66.13,23,100,10.54,overcast clouds
637,Palora,EC,-1.7,-77.9333,64.87,95,100,2.51,light rain
638,San Pedro,PH,14.35,121.0167,82.31,77,75,5.75,broken clouds
639,Agustin Codazzi,CO,10.0341,-73.2361,78.78,68,57,3.18,broken clouds
640,Ladario,BR,-19.0047,-57.6017,75.06,81,78,1.3,broken clouds
641,Amga,RU,60.8953,131.9608,-46.25,91,100,2.89,overcast clouds
642,Manyoni,TZ,-5.7467,34.8382,60.67,95,99,1.68,light rain
643,Vysokogornyy,RU,50.1167,139.15,-9.44,84,97,8.68,overcast clouds
644,Yongzhou,CN,26.4559,111.5988,39.47,34,36,9.53,scattered clouds
645,Haines Junction,CA,60.7522,-137.5108,21.74,97,100,2.01,overcast clouds
646,Luanda,AO,-8.8368,13.2343,77.0,88,75,3.44,broken clouds
647,Kayalpattinam,IN,8.5667,78.1167,73.71,83,40,5.75,mist
648,Port-Gentil,GA,-0.7193,8.7815,79.56,78,100,7.56,overcast clouds
649,Lakeside,US,30.13,-81.7682,46.35,76,0,0.0,clear sky
650,Palmeira,BR,-25.4294,-50.0064,64.71,97,98,2.04,overcast clouds
651,Sredniy Ikorets,RU,51.0675,39.7584,23.72,96,90,7.85,light snow
652,Coxim,BR,-18.5067,-54.76,74.61,87,96,1.97,overcast clouds
653,Sumkino,RU,58.1108,68.3244,16.83,81,35,14.54,scattered clouds
654,Rangapara,IN,26.8167,92.65,61.14,66,96,4.07,overcast clouds
655,Teahupoo,PF,-17.8333,-149.2667,71.56,76,100,15.99,light rain
656,Perth,AU,-31.9333,115.8333,78.03,46,0,19.57,clear sky
657,Pita,GN,10.8333,-12.5833,69.6,25,10,4.36,clear sky
658,Rongcheng,CN,30.634,117.8517,33.84,49,0,4.92,clear sky
659,Tambopata,PE,-12.7333,-69.1833,69.46,99,100,2.42,overcast clouds
660,West Wendover,US,40.7391,-114.0733,30.65,86,86,6.38,light snow
661,Kieta,PG,-6.2167,155.6333,85.37,69,93,5.32,overcast clouds
662,Kahului,US,20.8947,-156.47,78.82,70,40,13.8,scattered clouds
663,Esna,EG,25.2934,32.554,53.17,49,74,3.49,broken clouds
664,Carauari,BR,-4.8828,-66.8958,72.23,95,99,1.68,heavy intensity rain
665,Aguada De Pasajeros,CU,22.385,-80.8508,52.65,72,0,6.4,moderate rain
666,Ada,US,43.4166,-116.1262,40.3,72,75,5.99,broken clouds
667,Mount Isa,AU,-20.7333,139.5,85.77,51,97,9.22,overcast clouds
668,Dubuque,US,42.4833,-90.8668,40.62,65,20,19.57,few clouds
669,Cherdyn,RU,60.403,56.4787,13.73,93,100,7.9,overcast clouds
670,Borovoy,RU,55.4333,86.0833,11.48,79,100,13.42,light snow
671,Zyryanka,RU,65.75,150.85,-29.63,94,100,9.86,overcast clouds
672,Hurricane,US,37.1753,-113.2899,45.32,75,100,4.94,overcast clouds
673,Clonakilty,IE,51.6231,-8.8706,36.61,82,96,12.97,overcast clouds
674,Chapar,IN,26.2667,90.4667,63.84,57,51,2.06,broken clouds
675,Cap Malheureux,MU,-19.9842,57.6142,79.47,73,24,7.0,few clouds
676,Hay River,CA,60.8156,-115.7999,4.98,85,75,1.14,light snow
677,Trogir,HR,43.5125,16.2517,55.45,71,100,16.11,light rain
678,Nanzhang,CN,31.7765,111.8386,37.56,37,1,4.03,clear sky
679,Staryy Merchyk,UA,49.9815,35.759,22.3,96,72,4.59,broken clouds
680,Atikokan,CA,48.7555,-91.6216,30.6,95,100,6.24,overcast clouds
681,Howard Springs,AU,-12.497,131.047,89.51,84,100,6.2,overcast clouds
682,Pankrushikha,RU,53.8319,80.3406,9.79,94,100,14.56,overcast clouds
683,Raudeberg,NO,61.9875,5.1352,36.27,45,100,29.19,overcast clouds
684,Turka,UA,49.1541,23.0297,32.79,93,100,5.39,overcast clouds
685,Togur,RU,58.3631,82.8265,11.17,94,100,13.58,light snow
686,Severobaykalsk,RU,55.65,109.3167,0.34,83,94,4.03,overcast clouds
687,Quatre Cocos,MU,-20.2078,57.7625,79.09,75,32,16.69,scattered clouds
688,Japura,ID,-0.3167,102.35,83.98,69,79,4.97,broken clouds
689,Ust-Barguzin,RU,53.45,108.9833,9.27,79,100,11.59,overcast clouds
690,Zyuzelskiy,RU,56.4856,60.1331,13.84,75,89,14.72,overcast clouds
